,Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G-PK,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK,xG,npxG,xA,npxG+xA,xG,xA,xG+xA,npxG,npxG+xA,Matches,Season
0,Yunis Abdelhamid,ma MAR,DF,Reims,34-204,1987,28,28,"2,443",27.1,1,0,1,0,0,5,1,0.04,0.00,0.04,0.04,0.04,1.2,1.2,0.2,1.4,0.04,0.01,0.05,0.04,0.05,Matches,2021-2022
1,Salis Abdul Samed,gh GHA,MF,Clermont Foot,22-025,2000,27,26,"2,218",24.6,1,0,1,0,0,11,3,0.04,0.00,0.04,0.04,0.04,0.8,0.8,1.0,1.8,0.03,0.04,0.07,0.03,0.07,Matches,2021-2022
2,Laurent Abergel,fr FRA,MF,Lorient,29-078,1993,28,28,"2,446",27.2,0,2,0,0,0,8,0,0.00,0.07,0.07,0.00,0.07,1.8,1.8,2.1,4.0,0.07,0.08,0.15,0.07,0.15,Matches,2021-2022
3,Charles Abi,fr FRA,FW,Saint-Étienne,22-008,2000,1,1,45,0.5,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches,2021-2022
4,Matthis Abline,fr FRA,FW,Rennes,19-023,2003,7,1,103,1.1,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.3,0.3,0.0,0.4,0.30,0.03,0.32,0.30,0.32,Matches,2021-2022
5,Martin Adeline,fr FRA,"MF,FW",Reims,18-139,2003,8,2,352,3.9,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.4,0.4,0.4,0.8,0.11,0.09,0.21,0.11,0.21,Matches,2021-2022
6,Yacine Adli,fr FRA,"MF,FW",Bordeaux,21-265,2000,32,24,"2,092",23.2,1,7,1,0,0,4,0,0.04,0.30,0.34,0.04,0.34,1.9,1.9,5.3,7.2,0.08,0.23,0.31,0.08,0.31,Matches,2021-2022
7,Lucien Agoume,fr FRA,MF,Brest,20-070,2002,24,19,"1,673",18.6,0,0,0,0,0,6,0,0.00,0.00,0.00,0.00,0.00,1.1,1.0,0.4,1.4,0.06,0.02,0.08,0.06,0.08,Matches,2021-2022
8,Nayef Aguerd,ma MAR,DF,Rennes,26-021,1996,27,27,"2,408",26.8,2,2,2,0,0,2,0,0.07,0.07,0.15,0.07,0.15,1.9,1.9,0.4,2.3,0.07,0.02,0.09,0.07,0.09,Matches,2021-2022
9,Ruben Aguilar,fr FRA,DF,Monaco,28-359,1993,23,17,"1,722",19.1,0,2,0,0,0,4,0,0.00,0.10,0.10,0.00,0.10,0.2,0.2,0.6,0.8,0.01,0.03,0.04,0.01,0.04,Matches,2021-2022
10,Anel Ahmedhodzic,ba BIH,DF,Bordeaux,23-025,1999,9,9,810,9.0,0,1,0,0,0,3,0,0.00,0.11,0.11,0.00,0.11,0.2,0.2,0.6,0.8,0.02,0.06,0.09,0.02,0.09,Matches,2021-2022
11,Jean-Eudes Aholou,ci CIV,MF,Strasbourg,28-031,1994,20,10,859,9.5,1,1,1,0,0,2,0,0.10,0.10,0.21,0.10,0.21,1.0,1.0,1.1,2.1,0.11,0.11,0.22,0.11,0.22,Matches,2021-2022
12,Ludovic Ajorque,re REU,FW,Strasbourg,28-054,1994,30,27,"2,349",26.1,11,8,8,3,3,5,1,0.42,0.31,0.73,0.31,0.61,10.1,7.8,4.4,12.2,0.39,0.17,0.55,0.30,0.47,Matches,2021-2022
13,Maghnes Akliouche,fr FRA,"MF,FW",Monaco,20-054,2002,6,0,47,0.5,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.2,0.2,0.1,0.2,0.33,0.11,0.44,0.33,0.44,Matches,2021-2022
14,Sofiane Alakouch,ma MAR,"DF,MF",Metz,23-265,1998,4,0,158,1.8,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.01,0.01,0.02,0.01,0.02,Matches,2021-2022
15,Josué Albert,gf GUF,DF,Clermont Foot,30-089,1992,2,0,22,0.2,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.19,0.00,0.19,0.19,0.19,Matches,2021-2022
16,Doğan Alemdar,tr TUR,GK,Rennes,19-173,2002,9,9,810,9.0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches,2021-2022
17,Mohamed Ali Cho,fr FRA,FW,Angers,18-091,2004,27,17,"1,512",16.8,2,0,2,0,0,4,1,0.12,0.00,0.12,0.12,0.12,5.6,5.6,1.5,7.1,0.33,0.09,0.42,0.33,0.42,Matches,2021-2022
18,Jim Allevinah,ga GAB,FW,Clermont Foot,27-052,1995,24,11,"1,156",12.8,1,2,1,0,0,1,0,0.08,0.16,0.23,0.08,0.23,2.5,2.5,1.7,4.2,0.19,0.13,0.33,0.19,0.33,Matches,2021-2022
19,Ibrahim Amadou,fr FRA,"DF,MF",Metz,29-014,1993,9,9,767,8.5,1,0,1,0,0,3,0,0.12,0.00,0.12,0.12,0.12,0.3,0.3,0.0,0.4,0.04,0.00,0.04,0.04,0.04,Matches,2021-2022
20,Jordan Amavi,fr FRA,DF,Marseille,28-042,1994,2,2,128,1.4,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.1,0.1,0.00,0.07,0.07,0.00,0.07,Matches,2021-2022
21,Jordan Amavi,fr FRA,DF,Nice,28-042,1994,4,3,275,3.1,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches,2021-2022
22,Benjamin André,fr FRA,MF,Lille,31-260,1990,28,28,"2,341",26.0,2,1,2,0,0,10,1,0.08,0.04,0.12,0.08,0.12,1.5,1.5,1.8,3.3,0.06,0.07,0.13,0.06,0.13,Matches,2021-2022
23,Houssem Aouar,fr FRA,"MF,FW",Lyon,23-294,1998,30,24,"2,111",23.5,3,3,3,0,0,1,0,0.13,0.13,0.26,0.13,0.26,6.8,6.8,4.8,11.6,0.29,0.20,0.49,0.29,0.49,Matches,2021-2022
24,Adil Aouchiche,fr FRA,"MF,FW",Saint-Étienne,19-279,2002,30,9,868,9.6,0,4,0,0,0,2,0,0.00,0.41,0.41,0.00,0.41,1.0,1.0,1.1,2.0,0.10,0.11,0.21,0.10,0.21,Matches,2021-2022
26,Dennis Appiah,fr FRA,DF,Nantes,29-315,1992,26,19,"1,782",19.8,0,0,0,0,0,3,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.3,0.3,0.00,0.02,0.02,0.00,0.02,Matches,2021-2022
27,Lorenz Assignon,tg TOG,DF,Rennes,21-302,2000,16,5,570,6.3,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.6,0.6,0.5,1.1,0.10,0.08,0.18,0.10,0.18,Matches,2021-2022
28,Youcef Atal,dz ALG,DF,Nice,25-338,1996,17,13,"1,140",12.7,2,1,2,0,0,4,0,0.16,0.08,0.24,0.16,0.24,0.9,0.9,1.5,2.4,0.07,0.12,0.19,0.07,0.19,Matches,2021-2022
29,Jean-Kévin Augustin,fr FRA,"FW,MF",Nantes,24-308,1997,6,0,65,0.7,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.0,0.1,0.17,0.00,0.17,0.17,0.17,Matches,2021-2022
30,Karim Azamoum,fr FRA,DF,Troyes,32-093,1990,7,4,388,4.3,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.0,0.1,0.03,0.00,0.03,0.03,0.03,Matches,2021-2022
31,Loïc Bade,fr FRA,DF,Rennes,22-009,2000,14,11,985,10.9,0,1,0,0,0,3,1,0.00,0.09,0.09,0.00,0.09,0.3,0.3,0.1,0.4,0.02,0.01,0.03,0.02,0.03,Matches,2021-2022
32,Benoît Badiashile,fr FRA,DF,Monaco,21-025,2001,18,15,"1,298",14.4,0,0,0,0,0,4,0,0.00,0.00,0.00,0.00,0.00,0.4,0.4,0.0,0.4,0.03,0.00,0.03,0.03,0.03,Matches,2021-2022
33,Youssouph Badji,sn SEN,FW,Brest,20-121,2001,9,1,135,1.5,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.2,0.3,0.07,0.12,0.19,0.07,0.19,Matches,2021-2022
34,Stéphane Bahoken,cm CMR,FW,Angers,29-327,1992,25,9,849,9.4,2,1,2,0,0,0,0,0.21,0.11,0.32,0.21,0.32,2.5,2.5,0.2,2.7,0.27,0.02,0.29,0.27,0.29,Matches,2021-2022
35,Dénys Bain,fr FRA,DF,Brest,28-292,1993,2,2,180,2.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches,2021-2022
36,Stefan Bajic,fr FRA,GK,Saint-Étienne,20-118,2001,7,4,510,5.7,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches,2021-2022
37,Cédric Bakambu,cd COD,FW,Marseille,31-009,1991,8,3,266,3.0,3,0,3,0,0,1,0,1.02,0.00,1.02,1.02,1.02,1.5,1.5,0.6,2.1,0.52,0.20,0.71,0.52,0.71,Matches,2021-2022
38,Abdoulaye Bakayoko,fr FRA,DF,Saint-Étienne,19-126,2002,3,3,262,2.9,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches,2021-2022
